dx,dy,length,distance
1222,80,43,1224
536,252,43,592
222,177,43,283
509,266,43,574
532,167,43,557
658,330,43,736
732,140,43,745
426,198,43,469
746,60,43,748
1141,181,43,1155
405,232,43,466
746,29,43,746
1,626,43,626
538,336,43,634
546,213,43,586
747,3,43,747
306,11,43,306
536,511,43,740
279,204,43,345
478,297,43,562
251,352,43,432
712,199,43,739
425,276,43,506
674,61,43,676
418,26,43,418
136,37,43,140
817,160,43,832
1054,106,43,1059
823,400,43,915
554,92,43,561
584,173,43,609
679,39,43,680
8,91,43,91
1380,118,43,1385
302,19,43,302
1347,239,43,1368
497,52,43,499
180,424,43,460
513,468,43,694
879,138,43,889
808,124,43,817
749,112,43,757
218,96,43,238
778,325,43,843
269,414,43,493
26,21,43,33
569,436,43,716
92,290,43,304
1496,324,43,1530
817,78,43,820
269,84,43,281
502,165,43,528
540,24,43,540
184,121,43,220
972,127,43,980
939,3,43,939
707,570,43,908
730,274,44,779
586,277,44,648
293,189,44,348
801,133,44,811
460,255,44,525
1116,268,44,1147
641,126,44,653
280,239,44,368
345,171,44,385
100,62,44,117
122,154,44,196
299,317,44,435
328,15,44,328
1187,247,44,1212
126,656,44,667
891,97,44,896
411,430,44,594
337,5,44,337
4,2,44,4
51,387,44,390
112,102,44,151
679,33,44,679
1084,80,44,1086
361,373,44,519
245,283,44,374
576,111,44,586
843,166,44,859
696,35,44,696
892,13,44,892
731,48,44,732
8,9,44,12
34,237,44,239
226,299,44,374
542,616,44,820
364,5,44,364
903,351,44,968
1059,235,44,1084
290,104,44,308
71,30,44,77
360,94,44,372
251,333,44,417
366,21,44,366
1040,15,44,1040
181,177,44,253
819,13,44,819
532,310,44,615
153,349,44,381
501,142,44,520
949,478,44,1062
181,12,44,181
882,112,44,889
1177,60,44,1178
393,225,44,452
706,103,44,713
95,343,44,355
383,22,44,383
1253,165,44,1263
720,89,44,725
772,96,44,777
1085,401,44,1156
912,327,44,968
170,628,44,650
520,434,44,677
530,520,44,742
599,125,44,611
750,28,44,750
632,68,44,635
226,404,44,462
649,357,44,740
366,218,44,426
853,286,44,899
750,293,44,805
596,291,44,663
1472,87,44,1474
646,81,44,651
1100,206,44,1119
239,77,44,251
735,243,44,774
799,214,44,827
80,250,44,262
1326,156,44,1335
746,108,44,753
254,617,44,667
796,250,44,834
227,361,44,426
424,218,44,476
240,115,44,266
334,540,44,634
1156,305,44,1195
225,244,44,331
579,122,44,591
1228,425,44,1299
904,38,44,904
952,283,44,993
648,115,45,658
803,67,45,805
322,343,45,470
578,132,45,592
1248,166,45,1258
746,261,45,790
895,53,45,896
990,4,45,990
910,308,45,960
380,598,45,708
607,101,45,615
1170,122,45,1176
454,156,45,480
1181,222,45,1201
243,46,45,247
297,123,45,321
74,192,45,205
375,10,45,375
269,599,45,656
1054,26,45,1054
215,521,45,563
652,17,45,652
102,416,45,428
782,459,45,906
755,19,45,755
869,432,45,970
911,192,45,931
988,222,45,1012
566,240,45,614
1397,324,45,1434
1,5,45,5
202,397,45,445
811,178,45,830
834,248,45,870
432,196,45,474
903,213,45,927
1119,291,45,1156
523,235,45,573
165,91,45,188
117,67,45,134
608,73,45,612
102,7,45,102
645,180,45,669
50,7,45,50
1,30,45,30
209,54,45,215
585,85,45,591
770,250,45,809
1264,3,45,1264
331,7,45,331
196,109,45,224
469,28,45,469
213,164,45,268
980,189,45,998
1081,333,45,1131
367,118,45,385
1530,493,45,1607
1445,280,45,1471
781,22,45,781
400,102,45,412
332,433,45,545
65,192,45,202
1097,9,45,1097
21,70,45,73
1270,235,45,1291
528,420,45,674
908,117,45,915
161,120,45,200
594,189,45,623
530,259,45,589
40,216,45,219
1167,183,45,1181
677,109,45,685
120,82,45,145
939,429,45,1032
217,124,45,249
1032,188,45,1048
44,597,45,598
76,252,45,263
907,89,45,911
800,133,45,810
315,405,46,513
4,107,46,107
167,207,46,265
374,350,46,512
1288,134,46,1294
462,172,46,492
883,450,46,991
589,194,46,620
916,447,46,1019
226,450,46,503
522,85,46,528
249,286,46,379
74,120,46,140
689,76,46,693
347,386,46,519
144,262,46,298
449,71,46,454
164,177,46,241
1408,507,46,1496
383,220,46,441
180,544,46,573
692,1,46,692
452,342,46,566
1043,549,46,1178
520,104,46,530
672,486,46,829
321,407,46,518
256,149,46,296
789,139,46,801
559,144,46,577
120,485,46,499
358,779,46,857
1435,67,46,1436
920,31,46,920
230,51,46,235
1046,112,46,1051
419,567,46,705
87,7,46,87
902,118,46,909
399,72,46,405
81,381,46,389
468,92,46,476
377,223,46,438
386,76,46,393
972,78,46,975
2,2,46,2
707,265,46,755
267,83,46,279
1473,171,46,1482
607,8,46,607
544,393,46,671
328,312,46,452
725,208,46,754
292,177,46,341
757,156,46,772
503,311,46,591
246,329,46,410
984,102,46,989
891,310,46,943
720,269,46,768
1031,152,46,1042
1195,141,46,1203
583,202,46,617
617,8,46,617
227,210,46,309
916,186,46,934
1104,200,46,1121
868,428,46,967
960,310,46,1008
102,173,46,200
553,161,46,575
32,421,46,422
114,115,46,161
22,11,46,24
504,395,46,640
936,285,46,978
167,247,46,298
629,214,46,664
977,364,46,1042
648,357,47,739
91,457,47,465
941,355,47,1005
276,282,47,394
629,275,47,686
911,58,47,912
812,119,47,820
851,221,47,879
691,42,47,692
498,101,47,508
1525,197,47,1537
793,655,47,1028
964,61,47,965
914,334,47,973
1087,366,47,1146
1608,234,47,1624
138,312,47,341
25,118,47,120
122,0,47,122
925,40,47,925
850,181,47,869
1010,63,47,1011
634,364,47,731
1197,655,47,1364
646,50,47,647
46,129,47,136
1057,228,47,1081
997,48,47,998
328,32,47,329
722,186,47,745
1131,64,47,1132
438,286,47,523
753,77,47,756
478,567,47,741
746,134,47,757
1400,201,47,1414
764,308,47,823
551,176,47,578
388,209,47,440
226,159,47,276
56,317,47,321
925,57,47,926
1165,120,47,1171
481,168,47,509
567,119,47,579
374,350,47,512
835,150,47,848
15,152,47,152
1715,334,47,1747
272,249,47,368
825,163,47,840
713,111,47,721
875,166,47,890
1107,96,47,1111
107,39,47,113
1595,162,47,1603
465,271,47,538
445,42,47,446
1057,489,47,1164
201,179,47,269
467,40,47,468
418,17,47,418
752,216,47,782
1052,306,47,1095
472,57,48,475
793,221,48,823
535,51,48,537
826,396,48,916
757,264,48,801
905,533,48,1050
555,46,48,556
535,189,48,567
276,86,48,289
1071,380,48,1136
389,86,48,398
463,20,48,463
1524,634,48,1650
58,645,48,647
683,189,48,708
893,75,48,896
932,459,48,1038
96,12,48,96
683,181,48,706
194,97,48,216
752,28,48,752
504,189,48,538
818,117,48,826
220,164,48,274
658,426,48,783
404,328,48,520
591,88,48,597
321,81,48,331
397,5,48,397
707,318,48,775
304,245,48,390
1357,87,48,1359
1377,98,48,1380
320,51,48,324
536,226,48,581
615,326,48,696
569,10,48,569
375,30,48,376
495,12,48,495
164,28,48,166
830,149,48,843
1270,45,48,1270
823,34,48,823
432,3,48,432
1022,107,48,1027
583,31,48,583
1239,49,48,1239
17,279,48,279
748,103,48,755
1197,555,48,1319
608,213,48,644
1092,104,48,1096
574,266,48,632
881,244,48,914
364,149,48,393
167,84,48,186
503,142,48,522
535,208,48,574
470,188,48,506
1218,314,48,1257
473,128,48,490
856,195,48,877
341,393,48,520
520,213,48,561
413,24,48,413
870,391,48,953
243,324,49,405
426,348,49,550
740,56,49,742
728,0,49,728
445,14,49,445
1141,278,49,1174
553,172,49,579
997,360,49,1060
333,322,49,463
837,171,49,854
1446,214,49,1461
253,339,49,423
160,288,49,329
877,314,49,931
36,88,49,95
601,123,49,613
321,376,49,494
1078,6,49,1078
1484,98,49,1487
435,462,49,634
211,491,49,534
878,176,49,895
309,284,49,419
1018,36,49,1018
939,309,49,988
1212,372,49,1267
278,435,49,516
156,120,49,196
609,289,49,674
979,253,49,1011
659,12,49,659
374,274,49,463
16,11,49,19
547,11,49,547
262,261,49,369
992,222,49,1016
1003,240,49,1031
308,254,49,399
698,20,49,698
550,594,49,809
159,614,49,634
556,400,49,684
425,45,49,427
470,451,49,651
105,637,49,645
364,216,49,423
946,130,49,954
284,105,49,302
190,186,49,265
741,33,49,741
1186,395,49,1250
613,323,49,692
21,12,49,24
967,109,49,973
212,329,49,391
881,1,49,881
946,155,49,958
937,277,49,977
1090,32,49,1090
75,284,49,293
1432,310,49,1465
447,81,49,454
3,218,50,218
1132,9,50,1132
1376,150,50,1384
792,143,50,804
764,240,50,800
488,490,50,691
33,295,50,296
379,283,50,473
171,701,50,721
508,25,50,508
155,12,50,155
274,193,50,335
897,330,50,955
1306,241,50,1328
1134,19,50,1134
742,81,50,746
1512,191,50,1524
1033,119,50,1039
602,400,50,722
1048,44,50,1048
1186,22,50,1186
855,181,50,873
456,221,50,506
475,429,50,640
1372,118,50,1377
649,527,50,836
1271,85,50,1273
937,218,50,962
483,30,50,483
1277,6,50,1277
723,462,50,858
429,298,50,522
1700,49,50,1700
210,59,50,218
584,135,50,599
644,381,50,748
677,8,50,677
628,396,50,742
310,274,50,413
620,0,50,620
639,116,50,649
565,270,50,626
1584,475,50,1653
213,298,50,366
835,165,50,851
323,48,50,326
904,334,50,963
1217,59,50,1218
318,475,50,571
1315,35,50,1315
363,24,51,363
295,208,51,360
964,115,51,970
1448,324,51,1483
455,42,51,456
1083,90,51,1086
635,119,51,646
565,56,51,567
1031,263,51,1064
480,419,51,637
528,137,51,545
710,689,51,989
1369,235,51,1389
322,221,51,390
341,341,51,482
1030,132,51,1038
595,12,51,595
924,101,51,929
296,40,51,298
1381,44,51,1381
808,31,51,808
878,14,51,878
168,354,51,391
1375,111,51,1379
598,105,51,607
74,36,51,82
198,43,51,202
1134,32,51,1134
126,384,51,404
1594,70,51,1595
577,461,51,738
1118,330,51,1165
1328,206,51,1343
1424,341,51,1464
1027,73,51,1029
1138,147,51,1147
343,259,51,429
314,104,51,330
805,32,51,805
1147,119,51,1153
1133,183,51,1147
191,136,51,234
495,156,51,519
669,722,51,984
1084,160,51,1095
432,21,51,432
928,219,51,953
1290,3,52,1290
888,401,52,974
297,8,52,297
1254,400,52,1316
802,21,52,802
513,93,52,521
559,225,52,602
1361,383,52,1413
115,454,52,468
443,334,52,554
635,115,52,645
166,327,52,366
857,243,52,890
430,377,52,571
780,144,52,793
168,282,52,328
870,95,52,875
873,147,52,885
860,23,52,860
764,371,52,849
67,236,52,245
333,226,52,402
1191,46,52,1191
442,235,52,500
624,31,52,624
557,39,52,558
962,314,52,1011
411,262,52,487
31,109,52,113
359,446,52,572
1496,344,52,1535
1817,354,52,1851
653,137,52,667
370,36,52,371
337,249,52,419
969,75,52,971
531,206,52,569
441,220,52,492
427,49,52,429
578,156,52,598
349,141,52,376
1011,228,52,1036
1554,272,52,1577
798,119,52,806
176,252,53,307
1147,193,53,1163
233,198,53,305
920,386,53,997
348,327,53,477
73,353,53,360
179,100,53,205
829,134,53,839
1144,245,53,1169
969,634,53,1157
700,40,53,701
606,251,53,655
1356,190,53,1369
324,31,53,325
921,209,53,944
180,518,53,548
147,59,53,158
754,165,53,771
571,160,53,592
726,155,53,742
99,287,53,303
50,61,53,78
921,251,53,954
421,38,53,422
682,52,53,683
597,260,53,651
559,611,53,828
648,218,53,683
413,165,53,444
569,116,53,580
364,266,53,450
569,617,53,839
206,28,53,207
638,305,53,707
175,204,53,268
503,223,53,550
803,36,53,803
450,300,53,540
1390,513,53,1481
745,216,53,775
537,106,54,547
1360,584,54,1480
66,232,54,241
505,544,54,742
1258,197,54,1273
330,4,54,330
1071,81,54,1074
230,147,54,272
237,378,54,446
208,71,54,219
198,163,54,256
393,73,54,399
301,48,54,304
1070,326,54,1118
1024,18,54,1024
317,81,54,327
1386,227,54,1404
948,49,54,949
1382,22,54,1382
1071,114,54,1077
695,51,54,696
465,288,54,546
570,97,54,578
1104,151,54,1114
537,172,54,563
1282,248,54,1305
256,123,54,284
652,260,54,701
992,8,54,992
1182,61,54,1183
639,168,54,660
344,122,54,364
309,22,54,309
387,136,54,410
330,353,55,483
125,262,55,290
643,470,55,796
410,131,55,430
818,200,55,842
182,16,55,182
230,3,55,230
497,164,55,523
201,0,55,201
838,12,55,838
554,229,55,599
8,5,55,9
964,152,55,975
85,155,55,176
567,87,55,573
349,103,55,363
110,66,55,128
662,448,55,799
746,364,55,830
784,11,55,784
804,64,55,806
989,383,55,1060
626,412,55,749
800,172,55,818
23,60,55,64
490,121,56,504
11,355,56,355
1286,535,56,1392
53,227,56,233
980,51,56,981
586,181,56,613
278,202,56,343
64,442,56,446
411,46,56,413
708,121,56,718
1160,9,56,1160
788,138,56,799
725,56,56,727
481,268,56,550
1062,278,56,1097
143,44,56,149
1317,440,56,1388
449,207,56,494
879,21,56,879
405,345,56,532
1347,7,56,1347
191,358,56,405
332,309,56,453
312,45,56,315
1336,369,56,1386
636,453,56,780
851,298,56,901
743,150,57,757
359,220,57,421
411,178,57,447
124,114,57,168
125,47,57,133
1020,143,57,1029
464,136,57,483
885,250,57,919
835,276,57,879
261,11,57,261
560,181,57,588
531,143,57,549
720,88,57,725
466,379,57,600
165,707,57,725
394,367,57,538
751,66,57,753
652,389,57,759
1073,152,57,1083
940,604,57,1117
635,133,57,648
117,3,57,117
632,383,58,738
900,507,58,1032
545,435,58,697
1037,336,58,1090
669,134,58,682
190,514,58,547
1016,60,58,1017
1465,171,58,1474
1000,33,58,1000
401,169,58,435
1121,31,58,1121
1295,488,58,1383
965,391,58,1041
936,44,58,937
725,255,58,768
228,17,58,228
300,86,58,312
550,27,59,550
856,100,59,861
977,358,59,1040
572,143,59,589
200,167,59,260
965,300,59,1010
1511,656,59,1647
736,394,59,834
1161,125,59,1167
621,139,59,636
4,20,59,20
808,343,59,877
12,38,59,39
490,15,59,490
787,276,59,833
957,299,59,1002
358,56,59,362
607,149,59,625
499,23,59,499
1147,19,59,1147
621,126,59,633
330,180,59,375
1465,163,59,1474
390,230,59,452
532,276,59,599
1009,114,59,1015
440,182,59,476
1060,337,59,1112
1078,1,59,1078
64,275,59,282
866,17,59,866
1236,10,60,1236
1139,358,60,1193
746,306,60,806
1038,477,60,1142
51,298,60,302
652,279,60,709
553,150,60,572
871,42,60,872
376,129,60,397
792,56,60,793
805,61,60,807
478,119,60,492
50,285,60,289
196,340,60,392
218,274,60,350
844,111,60,851
467,49,60,469
187,455,60,491
336,293,60,445
137,101,60,170
456,344,60,571
628,119,60,639
1114,552,60,1243
962,424,61,1051
1284,221,61,1302
525,334,61,622
273,132,61,303
153,148,61,212
1007,410,61,1087
493,21,61,493
268,216,61,344
1068,504,61,1180
542,75,61,547
730,302,61,790
1075,144,61,1084
717,108,61,725
804,16,61,804
1450,327,61,1486
888,191,61,908
202,302,61,363
367,279,61,461
736,235,61,772
156,10,61,156
1394,171,61,1404
301,422,61,518
871,392,62,955
71,211,62,222
580,344,62,674
1,297,62,297
207,5,62,207
678,438,62,807
1348,238,62,1368
1126,61,62,1127
1282,446,62,1357
1314,531,62,1417
1096,987,62,1474
364,592,62,694
545,125,62,559
72,307,62,315
683,501,62,847
536,242,62,588
459,24,62,459
607,259,62,659
1562,66,62,1563
354,527,63,634
788,52,63,789
817,235,63,850
658,79,63,662
1179,113,63,1184
11,161,63,161
276,282,63,394
742,138,63,754
408,12,63,408
247,209,63,323
1122,232,63,1145
11,28,63,30
490,63,63,494
552,722,63,908
328,193,63,380
264,248,63,362
788,137,63,799
1042,1,63,1042
1084,154,63,1094
732,254,63,774
60,129,64,142
257,169,64,307
468,52,64,470
511,441,64,674
1313,515,64,1410
657,409,64,773
1180,381,64,1239
710,14,64,710
32,54,64,62
863,117,64,870
423,11,64,423
511,257,64,571
813,260,64,853
790,139,64,802
280,118,65,303
844,413,65,939
1260,75,65,1262
582,124,65,595
78,332,65,341
535,217,65,577
1300,11,65,1300
636,634,65,898
802,89,65,806
46,20,65,50
236,235,65,333
681,92,65,687
479,258,65,544
307,268,65,407
388,37,65,389
563,187,66,593
516,17,66,516
1703,792,66,1878
163,196,66,254
700,364,66,788
160,10,66,160
771,160,66,787
683,549,66,876
326,12,66,326
88,59,66,105
645,172,66,667
742,57,66,744
668,344,66,751
370,64,66,375
69,376,66,382
1004,144,66,1014
445,474,66,650
344,455,66,570
1669,152,67,1675
832,179,67,851
610,204,67,643
433,43,67,435
907,442,67,1008
35,55,67,65
319,262,67,412
407,534,67,671
243,82,67,256
1473,71,67,1474
1470,125,67,1475
978,3,67,978
928,28,67,928
457,303,67,548
517,133,67,533
689,172,68,710
594,479,68,763
72,720,68,723
185,166,68,248
870,94,68,875
1918,222,68,1930
1039,556,68,1178
1445,256,68,1467
1186,458,68,1271
1567,61,68,1568
320,299,68,437
246,452,68,514
791,296,68,844
891,45,68,892
577,26,69,577
1040,152,69,1051
63,102,69,119
479,215,69,525
218,93,69,237
1553,315,69,1584
268,482,69,551
709,200,69,736
752,226,69,785
605,64,69,608
123,188,69,224
584,132,69,598
760,8,70,760
1252,721,70,1444
81,209,70,224
597,515,70,788
907,317,70,960
729,227,70,763
655,90,70,661
481,561,70,738
2,0,70,2
605,8,70,605
1049,24,70,1049
611,387,70,723
766,159,70,782
494,100,70,504
464,611,70,767
621,178,71,646
1062,178,71,1076
573,2,71,573
545,181,71,574
513,92,71,521
93,225,71,243
67,169,71,181
653,70,71,656
440,18,71,440
594,176,71,619
505,268,71,571
553,127,71,567
1221,168,71,1232
93,138,71,166
515,370,71,634
447,582,71,733
625,301,71,693
240,346,71,421
285,3,72,285
1061,478,72,1163
760,67,72,762
1602,160,72,1609
709,300,72,769
589,508,72,777
351,41,72,353
710,17,72,710
758,138,72,770
738,409,72,843
756,461,72,885
317,77,72,326
1424,115,72,1428
353,464,72,583
256,743,72,785
358,89,73,368
708,455,73,841
5,6,73,7
236,285,73,370
354,562,73,664
801,103,73,807
569,291,73,639
1440,657,73,1582
882,290,73,928
521,573,74,774
900,18,74,900
213,633,74,667
377,200,74,426
926,516,74,1060
351,14,74,351
1425,149,74,1432
854,78,74,857
1120,174,74,1133
1059,132,74,1067
587,134,74,602
632,414,75,755
362,283,75,459
1402,548,75,1505
407,129,75,426
581,41,75,582
1665,82,75,1667
63,481,75,485
238,220,75,324
723,334,75,796
1045,395,76,1117
1719,298,76,1744
82,412,76,420
743,19,76,743
1053,92,76,1057
744,146,76,758
654,16,76,654
83,374,76,383
563,266,76,622
1201,210,76,1219
636,295,76,701
1666,167,76,1674
372,941,77,1011
877,169,77,893
543,36,77,544
188,193,77,269
689,228,77,725
675,491,78,834
65,295,78,302
1077,382,78,1142
1146,38,78,1146
369,133,78,392
875,46,78,876
493,295,78,574
1460,104,78,1463
542,196,79,576
677,189,79,702
602,305,79,674
701,83,79,705
248,701,79,743
1659,109,79,1662
1922,384,79,1959
1136,445,79,1220
866,5,79,866
955,256,79,988
1007,256,80,1039
741,471,80,878
1498,50,80,1498
908,66,80,910
114,544,80,555
620,371,80,722
1008,262,80,1041
652,10,80,652
901,65,80,903
1314,95,80,1317
239,30,80,240
677,496,81,839
1243,61,81,1244
563,479,81,739
144,276,81,311
1739,427,81,1790
289,14,82,289
937,503,82,1063
682,125,82,693
841,168,82,857
1490,138,82,1496
261,473,83,540
710,304,83,772
1079,298,83,1119
1222,262,83,1249
1234,193,84,1249
190,301,84,355
414,639,84,761
842,132,84,852
791,484,84,927
577,197,85,609
889,299,85,937
371,263,85,454
675,459,85,816
1383,280,85,1411
1014,500,85,1130
40,425,85,426
1005,37,86,1005
265,63,86,272
577,43,86,578
1835,98,86,1837
1556,14,86,1556
885,362,87,956
1764,297,87,1788
82,296,87,307
803,295,87,855
1682,430,87,1736
882,531,88,1029
167,297,88,340
1502,43,88,1502
948,82,89,951
618,73,89,622
145,140,89,201
650,102,89,657
472,107,89,483
807,58,91,809
336,7,91,336
273,95,91,289
91,75,91,117
945,451,91,1047
1576,221,92,1591
945,204,92,966
468,622,92,778
1227,27,93,1227
465,341,93,576
13,107,93,107
1584,168,93,1592
520,188,94,552
1787,358,94,1822
567,89,94,573
898,176,94,915
325,292,95,436
212,89,95,229
8,252,96,252
68,181,97,193
457,43,97,459
4,280,97,280
1718,99,98,1720
251,88,99,265
9,328,99,328
214,231,100,314
63,482,100,486
991,0,100,991
948,108,100,954
141,564,101,581
709,293,101,767
2052,322,101,2077
530,165,101,555
81,121,101,145
2097,262,102,2113
2,2,102,2
233,255,103,345
416,39,103,417
1202,530,104,1313
1136,162,104,1147
808,85,105,812
251,396,107,468
95,222,107,241
1331,2,107,1331
331,160,108,367
343,145,111,372
629,385,111,737
819,134,111,829
490,33,111,491
776,48,113,777
200,270,113,336
358,123,113,378
175,7,114,175
612,671,115,908
857,376,116,935
127,166,117,209
662,64,119,665
514,170,121,541
4,10,122,10
649,311,123,719
418,130,124,437
174,96,127,198
53,64,131,83
849,197,139,871
425,220,139,478
295,183,143,347
425,118,148,441
97,85,151,128
272,21,152,272
793,62,157,795
114,22,161,116
364,55,164,368
132,100,165,165
278,48,165,282
592,157,167,612
984,41,167,984
15,3,171,15
306,277,171,412
803,2,175,803
673,228,176,710
563,16,177,563
603,85,178,608
802,175,183,820
674,13,184,674
1224,44,185,1224
795,408,190,893
584,138,209,600
177,244,239,301
