id,species,height,dbh,xpos,ypos,condition
13484,Deciduous,16.5,12.7,151,31,excellent
13488,Deciduous,16.5,12.7,150,31,fair
13495,Deciduous,10.5,7.62,177,33,good
13496,Deciduous,10.5,7.62,177,33,excellent
13499,Deciduous,10.5,7.62,178,30,fair
13503,Deciduous,7.5,5.08,178,29,good
13538,Deciduous,10.5,7.62,152,30,excellent
13539,Deciduous,13.5,10.16,152,30,fair
13540,Deciduous,16.5,12.7,152,31,good
13543,Deciduous,16.5,12.7,152,31,excellent
13544,Deciduous,21.0,17.78,152,30,fair
13545,Deciduous,7.5,5.08,151,31,good
13547,Deciduous,16.5,12.7,151,31,excellent
13548,Deciduous,16.5,12.7,151,31,fair
13551,Deciduous,6,2.54,152,31,good
13556,Deciduous,10.5,7.62,178,31,excellent
13557,Deciduous,6,2.54,178,31,fair
13558,Deciduous,10.5,7.62,178,31,good
13559,Deciduous,10.5,7.62,178,31,excellent
13561,Deciduous,13.5,10.16,178,31,fair
13600,Deciduous,16.5,12.7,151,32,good
13601,Deciduous,13.5,10.16,151,32,excellent
13605,Deciduous,16.5,12.7,152,30,fair
13609,Deciduous,13.5,10.16,153,31,good
13610,Deciduous,16.5,12.7,153,31,excellent
13611,Deciduous,16.5,12.7,153,31,fair
13612,Deciduous,21.0,17.78,153,31,good
13663,Deciduous,10.5,7.62,148,21,excellent
13665,Deciduous,16.5,12.7,153,31,fair
13673,Deciduous,16.5,12.7,152,31,good
13674,Deciduous,21.0,17.78,152,31,excellent
13676,Deciduous,13.5,10.16,152,32,fair
13677,Deciduous,16.5,12.7,152,32,good
13679,Deciduous,6,2.54,152,32,excellent
13794,Deciduous,6,2.54,152,33,fair
13838,Deciduous,16.5,12.7,150,24,good
13839,Deciduous,16.5,12.7,150,24,excellent
13851,Deciduous,13.5,10.16,149,24,fair
13852,Deciduous,13.5,10.16,149,24,good
13859,Deciduous,16.5,12.7,156,31,excellent
13913,Deciduous,10.5,7.62,149,25,fair
13914,Deciduous,13.5,10.16,149,25,good
13919,Deciduous,16.5,12.7,154,32,excellent
13921,Deciduous,16.5,12.7,154,33,fair
13924,Deciduous,13.5,10.16,154,32,good
13927,Deciduous,16.5,12.7,154,32,excellent
13929,Deciduous,6,2.54,154,33,fair
13930,Deciduous,16.5,12.7,154,32,good
13951,Deciduous,9.0,7.62,153,16,excellent
13964,Deciduous,16.5,12.7,148,26,fair
13967,Deciduous,13.5,10.16,147,26,good
13968,Deciduous,16.5,12.7,147,26,excellent
13970,Deciduous,13.5,10.16,147,25,fair
13971,Deciduous,13.5,10.16,147,25,good
13972,Deciduous,16.5,12.7,148,26,excellent
13979,Deciduous,13.5,10.16,154,33,fair
13980,Deciduous,16.5,12.7,154,32,good
13981,Deciduous,21.0,17.78,154,32,excellent
13985,Deciduous,10.5,7.62,154,32,fair
13986,Deciduous,16.5,12.7,154,32,good
13987,Deciduous,16.5,12.7,154,32,excellent
14012,Deciduous,7.5,5.08,138,46,fair
14017,Deciduous,10.5,7.62,138,46,good
14019,Deciduous,10.5,7.62,138,46,excellent
14022,Deciduous,10.5,7.62,138,46,fair
14038,Deciduous,7.5,5.08,158,44,good
14060,Deciduous,13.5,10.16,143,22,excellent
14061,Deciduous,13.5,10.16,143,22,fair
14067,Deciduous,13.5,10.16,140,20,good
14068,Deciduous,13.5,10.16,140,20,excellent
14069,Deciduous,10.5,7.62,138,46,fair
14072,Deciduous,16.5,12.7,138,46,good
14074,Deciduous,10.5,7.62,138,46,excellent
14083,Deciduous,16.5,12.7,138,46,fair
14093,Deciduous,7.5,5.08,158,43,good
14094,Deciduous,10.5,7.62,158,43,excellent
14095,Deciduous,10.5,7.62,157,43,fair
14108,Deciduous,10.5,7.62,140,21,good
14109,Deciduous,13.5,10.16,141,21,excellent
14111,Deciduous,13.5,10.16,139,22,fair
14118,Deciduous,7.5,5.08,138,25,good
14125,Deciduous,10.5,7.62,138,46,excellent
14127,Deciduous,10.5,7.62,138,46,fair
14128,Deciduous,10.5,7.62,138,46,good
14134,Deciduous,10.5,7.62,138,46,excellent
14135,Deciduous,10.5,7.62,138,46,fair
14137,Deciduous,10.5,7.62,138,46,good
14185,Deciduous,13.5,10.16,142,26,excellent
14186,Deciduous,6,2.54,145,27,fair
14204,Deciduous,13.5,10.16,158,41,good
14205,Deciduous,16.5,12.7,158,41,excellent
14211,Deciduous,16.5,12.7,156,42,fair
14213,Deciduous,13.5,10.16,156,42,good
14224,Deciduous,10.5,7.62,137,36,excellent
14228,Deciduous,16.5,12.7,146,25,fair
14229,Deciduous,16.5,12.7,146,25,good
14230,Deciduous,16.5,12.7,146,25,excellent
14231,Deciduous,13.5,10.16,146,25,fair
14266,Deciduous,10.5,7.62,133,34,good
14267,Deciduous,7.5,5.08,133,34,excellent
14281,Deciduous,13.5,10.16,146,26,fair
14294,Deciduous,7.5,5.08,133,46,good
14303,Deciduous,7.5,5.08,137,47,excellent
14304,Deciduous,10.5,7.62,137,47,fair
14306,Deciduous,10.5,7.62,137,47,good
14307,Deciduous,10.5,7.62,137,47,excellent
14312,Deciduous,13.5,10.16,155,41,fair
14314,Deciduous,16.5,12.7,155,41,good
14321,Deciduous,6,2.54,156,41,excellent
14330,Deciduous,21.0,17.78,138,29,fair
14331,Deciduous,13.5,10.16,139,29,good
14336,Deciduous,10.5,7.62,140,29,excellent
14337,Deciduous,10.5,7.62,140,29,fair
14338,Deciduous,10.5,7.62,140,29,good
14354,Deciduous,13.5,10.16,146,25,excellent
14362,Deciduous,10.5,7.62,137,47,fair
14363,Deciduous,10.5,7.62,137,47,good
14371,Deciduous,10.5,7.62,137,47,excellent
14405,Deciduous,16.5,12.7,132,42,fair
14406,Deciduous,13.5,10.16,132,42,good
14410,Deciduous,7.5,5.08,137,47,excellent
14429,Deciduous,16.5,12.7,140,30,fair
14430,Deciduous,16.5,12.7,140,31,good
14431,Deciduous,16.5,12.7,140,30,excellent
14437,Deciduous,16.5,12.7,132,42,fair
14439,Deciduous,10.5,7.62,131,44,good
14440,Deciduous,10.5,7.62,131,44,excellent
14441,Deciduous,10.5,7.62,131,44,fair
14443,Deciduous,10.5,7.62,131,44,good
14444,Deciduous,10.5,7.62,131,43,excellent
14449,Deciduous,13.5,10.16,131,44,fair
14451,Deciduous,10.5,7.62,137,47,good
14454,Deciduous,7.5,5.08,137,47,excellent
14460,Deciduous,10.5,7.62,150,38,fair
14465,Deciduous,13.5,10.16,151,39,good
14483,Deciduous,16.5,12.7,131,44,excellent
14484,Deciduous,10.5,7.62,131,44,fair
14485,Deciduous,16.5,12.7,131,44,good
14486,Deciduous,16.5,12.7,131,44,excellent
14487,Deciduous,10.5,7.62,131,44,fair
14488,Deciduous,13.5,10.16,131,44,good
14489,Deciduous,13.5,10.16,131,44,excellent
14490,Deciduous,10.5,7.62,131,44,fair
14491,Deciduous,13.5,10.16,131,44,good
14492,Deciduous,16.5,12.7,131,44,excellent
14495,Deciduous,10.5,7.62,131,45,fair
14496,Deciduous,10.5,7.62,131,45,good
14501,Deciduous,10.5,7.62,137,48,excellent
14513,Deciduous,13.5,10.16,151,39,fair
14516,Deciduous,10.5,7.62,151,39,good
14519,Deciduous,13.5,10.16,151,39,excellent
14524,Deciduous,10.5,7.62,151,39,fair
14531,Deciduous,13.5,10.16,148,20,good
14575,Deciduous,13.5,10.16,152,39,excellent
14577,Deciduous,16.5,12.7,152,39,fair
14584,Deciduous,16.5,12.7,152,39,good
14597,Deciduous,16.5,12.7,147,20,excellent
14599,Deciduous,13.5,10.16,147,20,fair
14621,Deciduous,13.5,10.16,148,44,good
14642,Deciduous,10.5,7.62,150,37,excellent
14645,Deciduous,16.5,12.7,150,37,fair
14646,Deciduous,10.5,7.62,150,37,good
14648,Deciduous,10.5,7.62,150,37,excellent
14649,Deciduous,10.5,7.62,149,37,fair
14650,Deciduous,15.0,12.7,149,37,good
14716,Deciduous,7.5,5.08,142,21,excellent
14717,Deciduous,13.5,10.16,142,21,fair
14718,Deciduous,13.5,10.16,143,22,good
14719,Deciduous,13.5,10.16,143,22,excellent
14721,Deciduous,16.5,12.7,144,22,fair
14725,Deciduous,16.5,12.7,143,22,good
14731,Deciduous,13.5,10.16,145,20,excellent
14732,Deciduous,13.5,10.16,145,20,fair
14740,Deciduous,13.5,10.16,135,43,good
14743,Deciduous,10.5,7.62,135,44,excellent
14771,Deciduous,13.5,10.16,145,20,fair
14772,Deciduous,13.5,10.16,145,20,good
14773,Deciduous,16.5,12.7,145,20,excellent
14791,Deciduous,10.5,7.62,138,46,fair
14792,Deciduous,10.5,7.62,138,46,good
14793,Deciduous,10.5,7.62,138,46,excellent
14794,Deciduous,13.5,10.16,138,46,fair
14799,Deciduous,10.5,7.62,138,46,good
14821,Deciduous,10.5,7.62,143,22,excellent
14831,Deciduous,10.5,7.62,138,46,fair
14833,Deciduous,10.5,7.62,138,46,good
14851,Deciduous,13.5,10.16,157,46,excellent
14861,Deciduous,21.0,17.78,156,47,fair
14862,Deciduous,21.0,17.78,155,47,good
14867,Deciduous,13.5,10.16,156,47,excellent
14897,Deciduous,16.5,12.7,157,52,fair
14925,Deciduous,10.5,7.62,155,47,good
14927,Deciduous,10.5,7.62,155,47,excellent
14931,Deciduous,16.5,12.7,156,47,fair
14933,Deciduous,13.5,10.16,155,47,good
14955,Deciduous,21.0,17.78,157,53,excellent
14957,Deciduous,13.5,10.16,157,52,fair
14961,Deciduous,10.5,7.62,157,52,good
14963,Deciduous,10.5,7.62,157,52,excellent
14966,Deciduous,10.5,7.62,157,52,fair
14967,Deciduous,10.5,7.62,157,52,good
14969,Deciduous,7.5,5.08,158,51,excellent
14979,Deciduous,7.5,5.08,159,51,fair
14988,Deciduous,16.5,12.7,155,47,good
14989,Deciduous,10.5,7.62,155,47,excellent
14992,Deciduous,13.5,10.16,155,47,fair
14993,Deciduous,6,2.54,155,47,good
14994,Deciduous,13.5,10.16,155,47,excellent
14995,Deciduous,13.5,10.16,155,47,fair
14996,Deciduous,21.0,17.78,155,47,good
15035,Deciduous,13.5,10.16,158,51,excellent
15036,Deciduous,10.5,7.62,158,51,fair
15037,Deciduous,16.5,12.7,158,51,good
15052,Deciduous,10.5,7.62,155,47,excellent
15053,Deciduous,10.5,7.62,155,47,fair
15055,Deciduous,10.5,7.62,156,47,good
15060,Deciduous,10.5,7.62,156,47,excellent
15061,Deciduous,16.5,12.7,156,47,fair
15063,Deciduous,16.5,12.7,156,47,good
15065,Deciduous,13.5,10.16,155,47,excellent
15089,Deciduous,10.5,7.62,156,53,fair
15099,Deciduous,21.0,17.78,157,52,good
15112,Deciduous,10.5,7.62,159,50,excellent
15121,Deciduous,10.5,7.62,155,47,fair
15126,Deciduous,7.5,5.08,155,47,good
15140,Deciduous,10.5,7.62,161,45,excellent
15169,Deciduous,10.5,7.62,159,50,fair
15170,Deciduous,10.5,7.62,159,50,good
15171,Deciduous,13.5,10.16,159,50,excellent
15172,Deciduous,13.5,10.16,159,50,fair
15173,Deciduous,13.5,10.16,159,50,good
15182,Deciduous,13.5,10.16,155,47,excellent
15184,Deciduous,13.5,10.16,155,47,fair
15185,Deciduous,13.5,10.16,155,47,good
15186,Deciduous,13.5,10.16,155,47,excellent
15210,Deciduous,13.5,10.16,156,54,fair
15237,Deciduous,10.5,7.62,160,50,good
15242,Deciduous,16.5,12.7,155,48,excellent
15243,Deciduous,13.5,10.16,155,48,fair
15245,Deciduous,13.5,10.16,155,48,good
15251,Deciduous,13.5,10.16,155,47,excellent
15252,Deciduous,13.5,10.16,155,47,fair
15253,Deciduous,13.5,10.16,155,48,good
15256,Deciduous,13.5,10.16,156,54,excellent
15261,Deciduous,13.5,10.16,156,54,fair
15263,Deciduous,13.5,10.16,156,54,good
15286,Deciduous,13.5,10.16,159,51,excellent
15294,Deciduous,10.5,7.62,159,52,fair
15298,Deciduous,10.5,7.62,158,53,good
15299,Deciduous,10.5,7.62,158,53,excellent
15304,Deciduous,13.5,10.16,155,47,fair
15305,Deciduous,13.5,10.16,155,47,good
15317,Deciduous,16.5,12.7,155,47,excellent
15319,Deciduous,13.5,10.16,156,54,fair
15321,Deciduous,13.5,10.16,156,54,good
15323,Deciduous,10.5,7.62,156,54,excellent
15336,Deciduous,13.5,10.16,159,52,fair
15338,Deciduous,13.5,10.16,159,52,good
15339,Deciduous,10.5,7.62,159,51,excellent
15340,Deciduous,7.5,5.08,159,51,fair
15352,Deciduous,10.5,7.62,158,53,good
15355,Deciduous,10.5,7.62,158,53,excellent
15358,Deciduous,10.5,7.62,158,53,fair
15359,Deciduous,10.5,7.62,158,53,good
15365,Deciduous,16.5,12.7,156,46,excellent
15369,Deciduous,13.5,10.16,155,47,fair
15373,Deciduous,16.5,12.7,155,47,good
15374,Deciduous,13.5,10.16,155,47,excellent
15379,Deciduous,13.5,10.16,155,47,fair
15383,Deciduous,13.5,10.16,155,48,good
15388,Deciduous,10.5,7.62,156,54,excellent
15401,Deciduous,10.5,7.62,157,54,fair
15405,Deciduous,13.5,10.16,159,51,good
15419,Deciduous,13.5,10.16,158,51,excellent
15421,Deciduous,13.5,10.16,157,46,fair
15422,Deciduous,13.5,10.16,157,46,good
15424,Deciduous,16.5,12.7,157,46,excellent
15430,Deciduous,13.5,10.16,157,47,fair
15431,Deciduous,16.5,12.7,157,47,good
15434,Deciduous,13.5,10.16,156,47,excellent
15436,Deciduous,16.5,12.7,156,47,fair
15440,Deciduous,10.5,7.62,155,48,good
15441,Deciduous,10.5,7.62,155,48,excellent
15443,Deciduous,13.5,10.16,157,54,fair
15447,Deciduous,10.5,7.62,157,54,good
15460,Deciduous,10.5,7.62,158,52,excellent
15471,Deciduous,10.5,7.62,156,47,fair
15472,Deciduous,13.5,10.16,156,47,good
15479,Deciduous,16.5,12.7,156,47,excellent
15482,Deciduous,16.5,12.7,156,47,fair
15483,Deciduous,10.5,7.62,156,47,good
15484,Deciduous,10.5,7.62,156,47,excellent
15486,Deciduous,10.5,7.62,156,47,fair
15495,Deciduous,7.5,5.08,156,54,good
15517,Deciduous,10.5,7.62,158,52,excellent
15526,Deciduous,10.5,7.62,156,47,fair
15542,Deciduous,10.5,7.62,159,49,good
15559,Deciduous,21.0,17.78,156,54,excellent
15570,Deciduous,13.5,10.16,158,52,fair
15576,Deciduous,10.5,7.62,158,53,good
15578,Deciduous,13.5,10.16,158,53,excellent
15581,Deciduous,16.5,12.7,158,53,fair
15582,Deciduous,10.5,7.62,158,53,good
15587,Deciduous,16.5,12.7,156,47,excellent
15589,Deciduous,13.5,10.16,156,47,fair
15590,Deciduous,13.5,10.16,156,47,good
15592,Deciduous,21.0,17.78,156,47,excellent
15594,Deciduous,21.0,17.78,156,47,fair
15595,Deciduous,10.5,7.62,156,47,good
15596,Deciduous,13.5,10.16,156,47,excellent
15600,Deciduous,13.5,10.16,156,47,fair
15611,Deciduous,10.5,7.62,159,49,good
15612,Deciduous,10.5,7.62,159,49,excellent
15617,Deciduous,10.5,7.62,159,49,fair
15618,Deciduous,10.5,7.62,159,49,good
15621,Deciduous,10.5,7.62,155,54,excellent
15624,Deciduous,16.5,12.7,156,54,fair
15626,Deciduous,13.5,10.16,156,54,good
15627,Deciduous,16.5,12.7,156,54,excellent
15628,Deciduous,13.5,10.16,156,53,fair
15631,Deciduous,16.5,12.7,156,53,good
15633,Deciduous,16.5,12.7,156,53,excellent
15634,Deciduous,16.5,12.7,156,53,fair
15635,Deciduous,16.5,12.7,156,53,good
15636,Deciduous,13.5,10.16,158,53,excellent
15638,Deciduous,13.5,10.16,158,53,fair
15651,Deciduous,16.5,12.7,156,47,good
15659,Deciduous,16.5,12.7,156,47,excellent
15660,Deciduous,16.5,12.7,156,47,fair
15661,Deciduous,16.5,12.7,156,46,good
15664,Deciduous,13.5,10.16,156,46,excellent
15665,Deciduous,13.5,10.16,156,46,fair
15685,Deciduous,16.5,12.7,156,53,good
15686,Deciduous,16.5,12.7,156,53,excellent
15688,Deciduous,13.5,10.16,156,53,fair
15691,Deciduous,16.5,12.7,156,54,good
15699,Deciduous,13.5,10.16,158,52,excellent
15717,Deciduous,6,2.54,156,46,fair
15722,Deciduous,13.5,10.16,156,46,good
15723,Deciduous,16.5,12.7,156,46,excellent
15748,Deciduous,16.5,12.7,156,53,fair
15749,Deciduous,13.5,10.16,156,53,good
15752,Deciduous,13.5,10.16,156,53,excellent
15753,Deciduous,13.5,10.16,156,53,fair
15754,Deciduous,13.5,10.16,156,53,good
15756,Deciduous,16.5,12.7,156,53,excellent
15759,Deciduous,10.5,7.62,156,53,fair
15764,Deciduous,16.5,12.7,156,53,good
15773,Deciduous,10.5,7.62,158,51,excellent
15782,Deciduous,16.5,12.7,156,46,fair
15783,Deciduous,16.5,12.7,156,46,good
15784,Deciduous,13.5,10.16,156,46,excellent
15814,Deciduous,13.5,10.16,156,53,fair
15815,Deciduous,16.5,12.7,156,53,good
15816,Deciduous,10.5,7.62,156,53,excellent
15817,Deciduous,10.5,7.62,156,53,fair
15819,Deciduous,13.5,10.16,156,53,good
15821,Deciduous,21.0,17.78,156,53,excellent
15822,Deciduous,16.5,12.7,156,53,fair
15823,Deciduous,21.0,17.78,155,54,good
15848,Deciduous,10.5,7.62,155,46,excellent
15952,Deciduous,10.5,7.62,63,58,fair
16184,Deciduous,10.5,7.62,63,58,good
16187,Deciduous,10.5,7.62,64,58,excellent
16737,Deciduous,10.5,7.62,64,58,fair
16742,Deciduous,13.5,10.16,71,56,good
16878,Deciduous,10.5,7.62,81,59,excellent
16987,Deciduous,10.5,7.62,63,58,fair
16997,Deciduous,10.5,7.62,63,58,good
17049,Deciduous,10.5,7.62,64,58,excellent
17277,Deciduous,10.5,7.62,92,57,fair
17643,Deciduous,10.5,7.62,62,57,good
17722,Deciduous,10.5,7.62,72,49,excellent
18695,Deciduous,10.5,7.62,96,79,fair
18740,Deciduous,10.5,7.62,96,79,good
19148,Deciduous,13.5,10.16,96,79,excellent
19189,Deciduous,13.5,10.16,96,79,fair
19264,Deciduous,10.5,7.62,96,79,good
19270,Deciduous,16.5,12.7,66,65,excellent
19384,Deciduous,13.5,10.16,76,60,fair
19385,Deciduous,13.5,10.16,76,60,good
19532,Deciduous,9.0,7.62,64,58,excellent
19683,Deciduous,7.5,5.08,87,65,fair
19838,Deciduous,10.5,7.62,63,58,good
20127,Deciduous,10.5,7.62,66,56,excellent
20854,Deciduous,13.5,10.16,76,60,fair
20879,Deciduous,13.5,10.16,72,49,good
21049,Deciduous,7.5,5.08,79,51,excellent
21052,Deciduous,10.5,7.62,107,68,fair
21306,Deciduous,9.0,7.62,95,62,good
21316,Deciduous,13.5,10.16,78,59,excellent
21361,Deciduous,10.5,7.62,83,52,fair
21411,Deciduous,9.0,7.62,94,61,good
21427,Deciduous,15.0,12.7,65,58,excellent
21433,Deciduous,15.0,12.7,64,58,fair
21506,Deciduous,15.0,12.7,65,58,good
21529,Deciduous,9.0,7.62,101,64,excellent
21545,Deciduous,16.5,12.7,64,58,fair
21573,Deciduous,7.5,5.08,86,69,good
21576,Deciduous,10.5,7.62,62,68,excellent
21584,Deciduous,10.5,7.62,60,71,fair
21586,Deciduous,10.5,7.62,61,67,good
21587,Deciduous,10.5,7.62,61,66,excellent
21588,Deciduous,10.5,7.62,61,67,fair
21589,Deciduous,10.5,7.62,61,67,good
21624,Deciduous,10.5,7.62,92,46,excellent
21633,Deciduous,9.0,7.62,95,62,fair
21634,Deciduous,9.0,7.62,95,62,good
21661,Deciduous,7.5,5.08,88,53,excellent
21665,Deciduous,7.5,5.08,86,68,fair
21698,Deciduous,10.5,7.62,93,58,good
21724,Deciduous,13.5,10.16,84,69,excellent
21726,Deciduous,13.5,10.16,85,69,fair
21734,Deciduous,7.5,5.08,86,69,good
21737,Deciduous,10.5,7.62,63,58,excellent
21740,Deciduous,10.5,7.62,77,54,fair
21787,Deciduous,15.0,12.7,95,62,good
21797,Deciduous,9.0,7.62,95,62,excellent
21798,Deciduous,9.0,7.62,95,62,fair
21805,Deciduous,10.5,7.62,64,59,good
21807,Deciduous,10.5,7.62,63,58,excellent
21837,Deciduous,9.0,7.62,95,62,fair
21847,Deciduous,6,2.54,93,54,good
21848,Deciduous,6,2.54,93,54,excellent
21894,Deciduous,10.5,7.62,87,70,fair
21897,Deciduous,13.5,10.16,87,66,good
21907,Deciduous,9.0,7.62,94,64,excellent
21920,Deciduous,13.5,10.16,80,51,fair
21933,Deciduous,13.5,10.16,71,56,good
21949,Deciduous,7.5,5.08,85,66,excellent
21950,Deciduous,7.5,5.08,85,66,fair
21952,Deciduous,7.5,5.08,85,66,good
21953,Deciduous,7.5,5.08,85,66,excellent
21954,Deciduous,7.5,5.08,85,66,fair
21968,Deciduous,15.0,12.7,66,58,good
21971,Deciduous,15.0,12.7,95,61,excellent
21981,Deciduous,13.5,10.16,70,55,fair
21985,Deciduous,15.0,12.7,63,58,good
22009,Deciduous,7.5,5.08,87,69,excellent
22014,Deciduous,15.0,12.7,66,58,fair
22019,Deciduous,9.0,7.62,101,64,good
22036,Deciduous,9.0,7.62,95,62,excellent
22079,Deciduous,10.5,7.62,83,69,fair
22096,Deciduous,9.0,7.62,94,61,good
22097,Deciduous,9.0,7.62,94,61,excellent
22180,Deciduous,6,2.54,86,66,fair
22197,Deciduous,10.5,7.62,64,59,good
22223,Deciduous,10.5,7.62,61,66,excellent
22225,Deciduous,7.5,5.08,85,66,fair
22241,Deciduous,15.0,12.7,66,58,good
22255,Deciduous,13.5,10.16,78,59,excellent
22256,Deciduous,10.5,7.62,64,59,fair
22277,Deciduous,7.5,5.08,87,67,good
22278,Deciduous,7.5,5.08,83,66,excellent
22292,Deciduous,7.5,5.08,86,68,fair
22294,Deciduous,7.5,5.08,86,66,good
22338,Deciduous,7.5,5.08,86,68,excellent
22341,Deciduous,7.5,5.08,87,66,fair
22355,Deciduous,7.5,5.08,83,67,good
22393,Deciduous,7.5,5.08,87,69,excellent
22395,Deciduous,9.0,7.62,103,65,fair
22406,Deciduous,16.5,12.7,83,69,good
22409,Deciduous,9.0,7.62,94,61,excellent
22415,Deciduous,10.5,7.62,86,69,fair
22422,Deciduous,15.0,12.7,101,64,good
22476,Deciduous,7.5,5.08,92,62,excellent
22478,Deciduous,9.0,7.62,95,62,fair
22479,Deciduous,10.5,7.62,87,66,good
22528,Deciduous,13.5,10.16,84,70,excellent
22562,Deciduous,7.5,5.08,85,66,fair
22567,Deciduous,7.5,5.08,85,66,good
22568,Deciduous,9.0,7.62,95,64,excellent
22585,Deciduous,13.5,10.16,86,69,fair
22605,Deciduous,10.5,7.62,94,52,good
22606,Deciduous,13.5,10.16,83,52,excellent
22620,Deciduous,9.0,7.62,98,65,fair
22636,Deciduous,13.5,10.16,62,65,good
22644,Deciduous,13.5,10.16,83,69,excellent
22679,Deciduous,13.5,10.16,64,58,fair
22696,Deciduous,9.0,7.62,95,62,good
22758,Deciduous,6,2.54,92,54,excellent
22759,Deciduous,9.0,7.62,95,62,fair
22801,Deciduous,13.5,10.16,62,65,good
22807,Deciduous,7.5,5.08,86,68,excellent
22844,Deciduous,10.5,7.62,61,65,fair
22858,Deciduous,13.5,10.16,62,65,good
22870,Deciduous,13.5,10.16,68,50,excellent
22875,Deciduous,16.5,12.7,64,59,fair
22879,Deciduous,9.0,7.62,95,62,good
22880,Deciduous,9.0,7.62,95,62,excellent
22906,Deciduous,7.5,5.08,86,68,fair
22911,Deciduous,16.5,12.7,60,63,good
22913,Deciduous,10.5,7.62,83,68,excellent
22915,Deciduous,9.0,7.62,95,62,fair
22927,Deciduous,15.0,12.7,66,58,good
22942,Deciduous,7.5,5.08,88,53,excellent
22944,Deciduous,9.0,7.62,94,61,fair